Tabela,Caminho,Campo,Tipo,Tamanho,Precisao,Obrigatoriedade,IndiceParadoxDetectado,PossivelChavePrimaria,PossivelChaveEstrangeira,NomeVisualCorrespondente,ModuloRelacionado,TelaRelacionada,EntidadeDominio,ClassificacaoCampo,Evidencia,NivelConfianca,Status
CaminhosFlex,Ger\Dados\CaminhosFlex.DB,Data,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Data,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CenCusCli,Ger\Dados\CenCusCli.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
CenCusCli,Ger\Dados\CenCusCli.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
CenCusCli,Ger\Dados\CenCusCli.DB,DatIniCont,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatIniCont,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
Cheque1,Ger\Dados\Cheque1.DB,DatChe,System.DateTime,8,0,nao confirmado,,nao confirmado,nao confirmado,DatChe,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Cheque1,Ger\Dados\Cheque1.DB,MotivoCanc,System.String,60,0,nao confirmado,,nao confirmado,nao confirmado,MotivoCanc,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Cheque1,Ger\Dados\Cheque1.DB,DatCanc,System.DateTime,8,0,nao confirmado,,nao confirmado,nao confirmado,DatCanc,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Cheque1,Ger\Dados\Cheque1.DB,DatChePre,System.DateTime,8,0,nao confirmado,,nao confirmado,nao confirmado,DatChePre,Nao classificado,nao confirmado,Nao classificado,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
ClaManut,Ger\Dados\ClaManut.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ClaManut,Ger\Dados\ClaManut.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ClaPerda,Ger\Dados\ClaPerda.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ClaPerda,Ger\Dados\ClaPerda.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CliCont,Ger\Dados\CliCont.DB,VencCont,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,VencCont,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CliContato,Ger\Dados\CliContato.DB,DatNas,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatNas,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ClienMar,Ger\Dados\ClienMar.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ClienMar,Ger\Dados\ClienMar.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,MotivoCan,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,EstEntCli,System.String,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,EstEntCli,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,DatCad,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,DatCad,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,EntPVisita,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,EntPVisita,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,TipoEntrega,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,TipoEntrega,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,DatNas,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,DatNas,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,ConEmiCar,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,ConEmiCar,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,EmiNot,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,EmiNot,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,EmiBol,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,EmiBol,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,EmitDup,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,EmitDup,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,DatCan,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,ComisVen,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,ComisVen,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,OEmissor,System.String,20,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,OEmissor,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,HorCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,HorCan,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,DiaPadPag,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,DiaPadPag,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,ControlEnt,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,possivel,ROL,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes,Ger\Dados\Clientes.DB,DatFil,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,DatFil,Clientes,nao confirmado,Clientes,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,EstEntCli,System.String,4,0,nao confirmado,,nao confirmado,nao confirmado,EstEntCli,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,DatCad,System.DateTime,8,0,nao confirmado,,nao confirmado,nao confirmado,DatCad,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,EntPVisita,System.String,2,0,nao confirmado,,nao confirmado,nao confirmado,EntPVisita,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,TipoEntrega,System.String,2,0,nao confirmado,,nao confirmado,nao confirmado,TipoEntrega,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,DatNas,System.DateTime,8,0,nao confirmado,,nao confirmado,nao confirmado,DatNas,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,ConEmiCar,System.String,2,0,nao confirmado,,nao confirmado,nao confirmado,ConEmiCar,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,EmiNot,System.String,2,0,nao confirmado,,nao confirmado,nao confirmado,EmiNot,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,EmiBol,System.String,2,0,nao confirmado,,nao confirmado,nao confirmado,EmiBol,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,EmitDup,System.String,2,0,nao confirmado,,nao confirmado,nao confirmado,EmitDup,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,DatCan,System.DateTime,8,0,nao confirmado,,nao confirmado,nao confirmado,DatCan,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,ComisVen,System.Double,8,0,nao confirmado,,nao confirmado,nao confirmado,ComisVen,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,OEmissor,System.String,20,0,nao confirmado,,nao confirmado,nao confirmado,OEmissor,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,HorCan,System.DateTime,8,0,nao confirmado,,nao confirmado,nao confirmado,HorCan,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,DiaPadPag,System.Int32,4,0,nao confirmado,,nao confirmado,nao confirmado,DiaPadPag,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,ControlEnt,System.String,2,0,nao confirmado,,nao confirmado,possivel,ROL,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Clientes-,Ger\Dados\Clientes-.DB,DatFil,System.DateTime,8,0,nao confirmado,,nao confirmado,nao confirmado,DatFil,Clientes,nao confirmado,Clientes,data,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
ClientesInt,Ger\Dados\ClientesInt.DB,TipCad,System.String,2,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,TipCad,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Cores,Ger\Dados\Cores.DB,MotivoCan,System.String,40,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,MotivoCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EncProg,Ger\Dados\EncProg.DB,DatReg,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,possivel,nao confirmado,DatReg,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
EncProg,Ger\Dados\EncProg.DB,DatEnc,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,DatEnc,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
ForCont,Ger\Dados\ForCont.DB,VencCont,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,VencCont,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Forneced,Ger\Dados\Forneced.DB,DatCad,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatCad,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
Forneced,Ger\Dados\Forneced.DB,DatAbe,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,DatAbe,Nao classificado,nao confirmado,Nao classificado,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
